_id,isPb,wpm,acc,rawWpm,consistency,charStats,mode,mode2,quoteLength,restartCount,testDuration,afkDuration,incompleteTestSeconds,punctuation,numbers,language,funbox,difficulty,lazyMode,blindMode,bailedOut,tags,timestamp
6748cc1086fa6e365fcef02d,,100.24,100,100.24,76.74,53;0;0;0,words,10,-1,16,6.34,0,26.14,false,false,english,none,master,false,false,false,,1732824080000
6748cbc986fa6e365fceed36,,92.85,100,92.85,86.92,54;0;0;0,words,10,-1,45,6.98,0,67.74,false,false,english,none,master,false,false,false,,1732824009000
6748b05c86fa6e365fcdcb18,,92.11,100,92.11,67.61,49;0;0;0,words,10,-1,47,6.38,0,75.16,false,false,english,none,master,false,false,false,,1732816988000
6748af8086fa6e365fcdc0e9,,100.58,100,100.58,64.22,44;0;0;0,words,10,-1,3,5.25,0,3.05,false,false,english,none,master,false,false,false,,1732816768000
6748af0686fa6e365fcdbb96,,99.88,100,99.88,82.62,46;0;0;0,words,10,-1,91,5.53,0,162.34,false,false,english,none,master,false,false,false,,1732816646000
6748adc886fa6e365fcdadc8,,89.1,100,89.1,69.47,47;0;0;0,words,10,-1,21,6.33,0,28.63,false,false,english,none,master,false,false,false,,1732816328000
6747373a86fa6e365fbdc00d,,95.67,100,95.67,88.71,45;0;0;0,words,10,-1,26,5.64,0,51.56,false,false,english,none,master,false,false,false,,1732720442000
6745b8f786fa6e365fabd4eb,,101.44,100,101.44,65.99,44;0;0;0,words,10,-1,1,5.2,0,0.18,false,false,english,none,master,false,false,false,,1732622583000
6745b78e86fa6e365fabc390,,83.41,100,83.41,68.08,53;0;0;0,words,10,-1,11,7.63,0,13.79,false,false,english,none,master,false,false,false,,1732622222000
6745b75886fa6e365fabc0e4,,81.84,100,81.84,66.3,50;0;0;0,words,10,-1,29,7.33,0,50.71,false,false,english,none,master,false,false,false,,1732622168000
6745b6cb86fa6e365fabba72,,97.34,100,97.34,85.31,47;0;0;0,words,10,-1,64,5.79,0,95.45,false,false,english,none,master,false,false,false,,1732622027000
6745b5ea86fa6e365fabb007,,79.47,100,79.47,63.47,47;0;0;0,words,10,-1,14,7.1,0,32.27,false,false,english,none,master,false,false,false,,1732621802000
6744aca786fa6e365fa07939,,85.76,100,85.76,85.58,48;0;0;0,words,10,-1,30,6.72,0,47.06,false,false,english,none,master,false,false,false,,1732553895000
6744ac2986fa6e365fa070e9,,99.63,100,99.63,60.71,51;0;0;0,words,10,-1,20,6.14,0,29.89,false,false,english,none,master,false,false,false,,1732553769000
674482fa86fa6e365f9dc34d,,93.41,100,93.41,77.39,58;0;0;0,words,10,-1,56,7.45,0,76.07,false,false,english,none,master,false,false,false,,1732543226000
6744822786fa6e365f9db621,,94.87,100,94.87,65.86,49;0;0;0,words,10,-1,22,6.2,0,22.7,false,false,english,none,master,false,false,false,,1732543015000
674342b986fa6e365f90b40c,,92.19,100,92.19,69.63,55;0;0;0,words,10,-1,33,7.16,0,57.87,false,false,english,none,master,false,false,false,,1732461241000
6743417986fa6e365f90a558,,91.34,100,91.34,73.28,56;0;0;0,words,10,-1,28,7.36,0,32.6,false,false,english,none,master,false,false,false,,1732460921000
6743336f86fa6e365f8ff8b4,,101.83,100,101.83,86.65,50;0;0;0,words,10,-1,2,5.89,0,0.44,false,false,english,none,master,false,false,false,,1732457327000
6743334e86fa6e365f8ff6f4,,90.5,100,90.5,88.07,49;0;0;0,words,10,-1,1,6.5,0,0.13,false,false,english,none,master,false,false,false,,1732457294000
6743333086fa6e365f8ff565,,95.56,100,95.56,63.93,48;0;0;0,words,10,-1,42,6.03,0,82.77,false,false,english,none,master,false,false,false,,1732457264000
674331c086fa6e365f8fe3b4,,100.1,100,100.1,73.22,52;0;0;0,words,10,-1,1,6.23,0,0.69,false,false,english,none,master,false,false,false,,1732456896000
674207c086fa6e365f85e027,,94.96,100,94.96,76.97,45;0;0;0,words,10,-1,23,5.69,0,23.63,false,false,english,none,master,false,false,false,,1732380608000
6741f5a286fa6e365f850fea,,110.87,100,110.87,77.37,50;0;0;0,words,10,-1,2,5.41,0,5.64,false,false,english,none,master,false,false,false,,1732375970000
6741f57586fa6e365f850de5,,86.23,100,86.23,69.39,47;0;0;0,words,10,-1,5,6.54,0,12.87,false,false,english,none,master,false,false,false,,1732375925000
6741f53f86fa6e365f850b98,,88.97,100,88.97,88.23,56;0;0;0,words,10,-1,14,7.55,0,20.06,false,false,english,none,master,false,false,false,,1732375871000
6741cf5f86fa6e365f835d54,,96.28,100,96.28,79.59,43;0;0;0,words,10,-1,1,5.36,0,0.5,false,false,english,none,master,false,false,false,,1732366175000
6741cf4386fa6e365f835c2d,,92.32,100,92.32,68.41,48;0;0;0,words,10,-1,26,6.24,0,20.22,false,false,english,none,master,false,false,false,,1732366147000
6741ceec86fa6e365f8358a7,,102.17,100,102.17,74.76,45;0;0;0,words,10,-1,16,5.29,0,39.68,false,false,english,none,master,false,false,false,,1732366060000
6741ce1786fa6e365f834fd4,,91.59,100,91.59,90.88,53;0;0;0,words,10,-1,21,6.94,0,48.58,false,false,english,none,master,false,false,false,,1732365847000
6740902972e2e364f41c7dc6,,89.81,100,89.81,80.44,50;0;0;0,words,10,-1,63,6.68,0,108.01,false,false,english,none,master,false,false,false,,1732284457000
67408f4672e2e364f41c6eb9,,87.57,100,87.57,87.6,55;0;0;0,words,10,-1,18,7.54,0,27.18,false,false,english,none,master,false,false,false,,1732284229000
67408efb72e2e364f41c698c,,99.25,100,99.25,63.03,50;0;0;0,words,10,-1,0,6.05,0,0,false,false,english,none,master,false,false,false,,1732284155000
67408ecd72e2e364f41c6659,,86.46,100,86.46,69.69,51;0;0;0,words,10,-1,32,7.08,0,64.13,false,false,english,none,master,false,false,false,,1732284109000
67408e1472e2e364f41c5acf,,91.77,100,91.77,76.1,51;0;0;0,words,10,-1,64,6.67,0,91.7,false,false,english,none,master,false,false,false,,1732283924000
673e464c72e2e364f401ad47,,90.47,100,90.47,79.05,51;0;0;0,words,10,-1,38,6.77,0,52.23,false,false,english,none,master,false,false,false,,1732134476000
673e45a472e2e364f401a334,,92.29,100,92.29,63.78,47;0;0;0,words,10,-1,57,6.11,0,104.25,false,false,english,none,master,false,false,false,,1732134308000
673e432472e2e364f4017d93,,100.1,100,100.1,80.57,50;0;0;0,words,10,-1,48,5.99,0,68.87,false,false,english,none,master,false,false,false,,1732133668000
673c7e5c72e2e364f4e8ac9b,,92.75,100,92.75,88.37,46;0;0;0,words,10,-1,23,5.95,0,28.5,false,false,english,none,master,false,false,false,,1732017756000
673c7dfa72e2e364f4e8a803,,101.11,100,101.11,83.07,47;0;0;0,words,10,-1,3,5.58,0,2.84,false,false,english,none,master,false,false,false,,1732017658000
673c7d0572e2e364f4e89cf5,,106.77,100,106.77,91.26,49;0;0;0,words,10,-1,5,5.51,0,2.28,false,false,english,none,master,false,false,false,,1732017413000
673c7c9272e2e364f4e89799,,113.1,100,113.1,85.21,44;0;0;0,words,10,-1,47,4.67,0,66.12,false,false,english,none,master,false,false,false,,1732017298000
673c78c872e2e364f4e869e7,,107.53,100,107.53,72.45,56;0;0;0,words,10,-1,10,6.25,0,9.94,false,false,english,none,master,false,false,false,,1732016328000
673b4153cb87917df29c4ba3,,97.85,100,97.85,72.27,52;0;0;0,words,10,-1,3,6.38,0,4.87,false,false,english,none,master,false,false,false,,1731936595000
673b40b2cb87917df29c414b,,96,100,96,77.37,44;0;0;0,words,10,-1,9,5.5,0,14.25,false,false,english,none,master,false,false,false,,1731936434000
673b3ed7cb87917df29c2335,,93.36,100,93.36,83.81,52;0;0;0,words,10,-1,60,6.68,0,72.81,false,false,english,none,master,false,false,false,,1731935959000
673b2ad5cb87917df29b1686,,102.22,100,102.22,64.2,54;0;0;0,words,10,-1,13,6.34,0,18.16,false,false,english,none,master,false,false,false,,1731930837000
673b2a91cb87917df29b1370,,90.34,100,90.34,60.13,53;0;0;0,words,10,-1,17,7.04,0,18.33,false,false,english,none,master,false,false,false,,1731930769000
6739e957cb87917df28e2035,,101.18,100,101.18,77.23,45;0;0;0,words,10,-1,35,5.34,0,56.6,false,false,english,none,master,false,false,false,,1731848535000
6739e8c8cb87917df28e19b0,,81.9,100,81.9,72.58,50;0;0;0,words,10,-1,20,7.33,0,18.41,false,false,english,none,master,false,false,false,,1731848392000
6739e874cb87917df28e15b4,,89.63,100,89.63,80.24,48;0;0;0,words,10,-1,17,6.43,0,18.61,false,false,english,none,master,false,false,false,,1731848308000
6739e815cb87917df28e1142,,101.37,100,101.37,69.85,44;0;0;0,words,10,-1,10,5.21,0,19.57,false,false,english,none,master,false,false,false,,1731848213000
6739b475cb87917df28c08c2,,98.77,100,98.77,72.27,52;0;0;0,words,10,-1,22,6.32,0,23,false,false,english,none,master,false,false,false,,1731834997000
67389d44cb87917df2822016,,93.07,100,93.07,65.86,49;0;0;0,words,10,-1,42,6.32,0,68.11,false,false,english,none,master,false,false,false,,1731763524000
